image_name,slash_burn,clear,blooming,primary,cloudy,conventional_mine,water,haze,cultivation,partly_cloudy,artisinal_mine,habitation,bare_ground,blow_down,agriculture,road,selective_logging
train_33245,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_19139,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
train_22221,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_22101,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_16616,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_6518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_34948,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_11183,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_9357,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_1259,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3102,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_27523,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_33419,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
train_12223,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_9776,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_36764,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_16401,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
train_55,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
train_10781,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_39495,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
train_19778,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
train_29642,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
train_29386,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_37082,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24511,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_15285,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_4618,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_26541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_22636,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_10905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_31800,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7779,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
train_17845,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
train_3357,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_28348,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_20441,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_5534,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
train_24520,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_16029,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_4984,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
train_35312,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
train_39590,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
train_2993,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_608,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
train_6041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_26638,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_26166,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_12979,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_23911,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_12944,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
train_24689,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_38233,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
train_7115,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
train_32530,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_1383,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_3744,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
train_19078,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
train_3427,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_5499,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_35034,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_13736,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_16376,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
train_15594,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_17134,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
train_9514,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
train_28421,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_36106,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_15828,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
train_5281,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_27635,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_15164,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
train_35204,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7741,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19772,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
train_28000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
train_12924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_17428,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
train_21619,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_27763,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_25023,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
train_33592,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24601,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
train_33928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_3791,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_12208,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_33784,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_9313,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
train_38430,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_15331,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
train_28232,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_1145,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_25810,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_28770,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_4753,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
train_37538,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_214,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_37798,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
train_7316,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
train_2343,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
train_17867,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
train_20156,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
train_5013,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
train_7468,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_27999,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
train_34252,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_18500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_33526,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_40208,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_18836,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_21413,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
train_35578,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_35636,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
train_37627,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23948,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_40403,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_10810,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_2286,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_36957,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_4961,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_32595,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
train_27496,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
train_14539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
train_28549,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_22510,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
train_6728,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19981,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14323,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
train_20223,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_37642,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13224,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_23728,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_24226,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_5101,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
train_32227,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_6290,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_1250,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_35357,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
train_7544,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
train_39985,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_16295,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
train_28423,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_40368,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_34472,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_15860,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
train_21466,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_3042,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_12345,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_37889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_29712,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_18391,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_21938,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_10484,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_3757,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
train_25019,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
train_23218,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_40350,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7330,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
train_38528,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_26502,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_37299,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
train_37012,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_11695,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
train_15088,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_33663,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_36113,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
train_33596,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_20198,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_20109,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_31036,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_3240,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
train_16276,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
train_17512,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
train_14590,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_8241,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
train_15668,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_30826,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_20787,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_34638,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_29856,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_22741,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_23314,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23367,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_30211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_13842,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_28378,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_706,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_37804,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
train_37608,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_19608,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3536,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_40223,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
train_11753,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_4251,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_33017,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_26025,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7769,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
train_1662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_34414,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_21672,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_9718,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
train_36448,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_9934,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_2656,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
train_40101,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
train_4184,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
train_37480,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
train_1025,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
train_27150,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
train_20008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_40240,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
train_13717,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_38149,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7564,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18334,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_9892,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_4146,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
train_31092,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_11268,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_3719,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
train_8761,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
train_39719,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_12162,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
train_11241,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_8094,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
train_35028,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
train_3768,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
train_30032,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_26207,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14498,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
train_5340,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
train_29982,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_20329,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_4682,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
train_36935,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_16012,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
train_26145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_37528,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_12120,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7396,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_8121,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_17967,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
train_10473,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_207,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
train_8363,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_20439,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_25002,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_11489,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_20288,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_30672,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_28214,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_32683,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_33835,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
train_27324,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_13322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_34057,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_31779,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_18771,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
train_4971,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_34455,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
train_8310,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
train_16807,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3107,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_36525,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_14008,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
train_10840,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
train_24495,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_29095,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_4272,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_26847,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
train_3123,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
train_24213,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
train_24481,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_27062,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_16690,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23062,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_37891,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
train_8769,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_37336,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
train_10390,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_22524,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_271,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_39724,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
train_36457,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
train_10109,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_37300,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_38655,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
train_11603,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23127,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_33674,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3941,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
train_38929,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_25051,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
train_39992,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_20450,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
train_20059,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_8343,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_17018,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_28453,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_26163,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_8426,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_15375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_18918,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_18076,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_37909,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_2998,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
train_25429,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_18744,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_29,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_29746,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_14698,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_23474,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_5947,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
train_5004,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_32643,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_18436,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_30275,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_25876,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
train_3951,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_26623,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_24172,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_38859,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_29071,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_32423,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
train_8066,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23905,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_1762,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
train_28329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7394,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_646,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_30502,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_34903,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_22775,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
train_18043,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_13553,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
train_14336,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_22463,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24042,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_27336,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_20107,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_15353,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_36093,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
train_13195,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_31830,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24820,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
train_18749,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_6482,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_691,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7979,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_28242,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_29029,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_2318,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
train_12545,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_8900,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_28130,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
